kingdom	phylum	class	order	family	genus	species	status	query
Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Tachyglossus	Tachyglossus_aculeatus	itis_species	Tachyglossus_aculeatus
Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Zaglossus	Zaglossus_bruijni	itis_species	Zaglossus_bruijni
Animalia	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	Ornithorhynchus_anatinus	itis_species	Ornithorhynchus_anatinus
Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Zaglossus	Zaglossus_attenboroughi	itis_species	Zaglossus_attenboroughi
Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Zaglossus	Zaglossus_bartoni	itis_species	Zaglossus_bartoni
Animalia	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_giraffa	itis_species	Giraffa_giraffa
Animalia	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_tippelskirchi	itis_species	Giraffa_tippelskirchi
Animalia	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_reticulata	itis_species	Giraffa_reticulata
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_californicus	itis_species	Lepus_californicus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_callotis	itis_species	Lepus_callotis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_capensis	itis_species	Lepus_capensis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_townsendii	itis_species	Lepus_townsendii
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus_cuniculus	itis_species	Oryctolagus_cuniculus
Animalia	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus_manatus	itis_species	Trichechus_manatus
Animalia	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus_senegalensis	itis_species	Trichechus_senegalensis
Animalia	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus_inunguis	itis_species	Trichechus_inunguis
Animalia	Chordata	Mammalia	Artiodactyla	Antilocapridae	Antilocapra	Antilocapra_americana	itis_species	Antilocapra_americana
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Brachylagus	Brachylagus_idahoensis	itis_species	Brachylagus_idahoensis
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Caenolestes	Caenolestes_caniventer	itis_species	Caenolestes_caniventer
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Caenolestes	Caenolestes_convelatus	itis_species	Caenolestes_convelatus
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Caenolestes	Caenolestes_fuliginosus	itis_species	Caenolestes_fuliginosus
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Lestoros	Lestoros_inca	itis_species	Lestoros_inca
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Rhyncholestes	Rhyncholestes_raphanurus	itis_species	Rhyncholestes_raphanurus
Animalia	Chordata	Mammalia	Microbiotheria	Microbiotheriidae	Dromiciops	Dromiciops_gliroides	itis_species	Dromiciops_gliroides
Animalia	Chordata	Mammalia	Dasyuromorphia	Thylacinidae	Thylacinus	Thylacinus_cynocephalus	itis_species	Thylacinus_cynocephalus
Animalia	Chordata	Mammalia	Dasyuromorphia	Myrmecobiidae	Myrmecobius	Myrmecobius_fasciatus	itis_species	Myrmecobius_fasciatus
Animalia	Chordata	Mammalia	Peramelemorphia	Chaeropodidae	Chaeropus	Chaeropus_ecaudatus	itis_species	Chaeropus_ecaudatus
Animalia	Chordata	Mammalia	Peramelemorphia	Thylacomyidae	Macrotis	Macrotis_lagotis	itis_species	Macrotis_lagotis
Animalia	Chordata	Mammalia	Peramelemorphia	Thylacomyidae	Macrotis	Macrotis_leucura	itis_species	Macrotis_leucura
Animalia	Chordata	Mammalia	Notoryctemorphia	Notoryctidae	Notoryctes	Notoryctes_caurinus	itis_species	Notoryctes_caurinus
Animalia	Chordata	Mammalia	Notoryctemorphia	Notoryctidae	Notoryctes	Notoryctes_typhlops	itis_species	Notoryctes_typhlops
Animalia	Chordata	Mammalia	Artiodactyla	Tayassuidae	Pecari	Pecari_tajacu	itis_species	Pecari_tajacu
Animalia	Chordata	Mammalia	Artiodactyla	Tayassuidae	Tayassu	Tayassu_pecari	itis_species	Tayassu_pecari
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Anathana	Anathana_ellioti	itis_species	Anathana_ellioti
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Dendrogale	Dendrogale_melanura	itis_species	Dendrogale_melanura
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Dendrogale	Dendrogale_murina	itis_species	Dendrogale_murina
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_belangeri	itis_species	Tupaia_belangeri
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_chrysogaster	itis_species	Tupaia_chrysogaster
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_dorsalis	itis_species	Tupaia_dorsalis
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_glis	itis_species	Tupaia_glis
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_gracilis	itis_species	Tupaia_gracilis
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_javanica	itis_species	Tupaia_javanica
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_longipes	itis_species	Tupaia_longipes
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_minor	itis_species	Tupaia_minor
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_montana	itis_species	Tupaia_montana
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_nicobarica	itis_species	Tupaia_nicobarica
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_palawanensis	itis_species	Tupaia_palawanensis
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_picta	itis_species	Tupaia_picta
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_splendidula	itis_species	Tupaia_splendidula
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_tana	itis_species	Tupaia_tana
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Urogale	Urogale_everetti	itis_species	Urogale_everetti
Animalia	Chordata	Mammalia	Scandentia	Ptilocercidae	Ptilocercus	Ptilocercus_lowii	itis_species	Ptilocercus_lowii
Animalia	Chordata	Mammalia	Dermoptera	Cynocephalidae	Cynocephalus	Cynocephalus_volans	itis_species	Cynocephalus_volans
Animalia	Chordata	Mammalia	Hyracoidea	Procaviidae	Dendrohyrax	Dendrohyrax_arboreus	itis_species	Dendrohyrax_arboreus
Animalia	Chordata	Mammalia	Hyracoidea	Procaviidae	Dendrohyrax	Dendrohyrax_dorsalis	itis_species	Dendrohyrax_dorsalis
Animalia	Chordata	Mammalia	Hyracoidea	Procaviidae	Heterohyrax	Heterohyrax_brucei	itis_species	Heterohyrax_brucei
Animalia	Chordata	Mammalia	Hyracoidea	Procaviidae	Procavia	Procavia_capensis	itis_species	Procavia_capensis
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_brachyrhynchus	itis_species	Elephantulus_brachyrhynchus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_edwardii	itis_species	Elephantulus_edwardii
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_fuscipes	itis_species	Elephantulus_fuscipes
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_fuscus	itis_species	Elephantulus_fuscus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_intufi	itis_species	Elephantulus_intufi
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_myurus	itis_species	Elephantulus_myurus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_revoili	itis_species	Elephantulus_revoili
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_rozeti	itis_species	Elephantulus_rozeti
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_rufescens	itis_species	Elephantulus_rufescens
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus_rupestris	itis_species	Elephantulus_rupestris
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides_proboscideus	itis_species	Macroscelides_proboscideus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Petrodromus	Petrodromus_tetradactylus	itis_species	Petrodromus_tetradactylus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	Rhynchocyon_chrysopygus	itis_species	Rhynchocyon_chrysopygus
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	Rhynchocyon_cirnei	itis_species	Rhynchocyon_cirnei
Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	Rhynchocyon_petersi	itis_species	Rhynchocyon_petersi
Animalia	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus_afer	itis_species	Orycteropus_afer
Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Elephas	Elephas_maximus	itis_species	Elephas_maximus
Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	itis_species	Loxodonta_africana
Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_cyclotis	itis_species	Loxodonta_cyclotis
Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus_pinchaque	itis_species	Tapirus_pinchaque
Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus_terrestris	itis_species	Tapirus_terrestris
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium_simum	itis_species	Ceratotherium_simum
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dicerorhinus_sumatrensis	itis_species	Dicerorhinus_sumatrensis
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Diceros	Diceros_bicornis	itis_species	Diceros_bicornis
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	Rhinoceros_sondaicus	itis_species	Rhinoceros_sondaicus
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	Rhinoceros_unicornis	itis_species	Rhinoceros_unicornis
Animalia	Chordata	Mammalia	Artiodactyla	Tayassuidae	Catagonus	Catagonus_wagneri	itis_species	Catagonus_wagneri
Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hexaprotodon	Hexaprotodon_liberiensis	itis_species	Hexaprotodon_liberiensis
Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hexaprotodon	Hexaprotodon_madagascariensis	itis_species	Hexaprotodon_madagascariensis
Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus	Hippopotamus_amphibius	itis_species	Hippopotamus_amphibius
Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus	Hippopotamus_lemerlei	itis_species	Hippopotamus_lemerlei
Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus_bactrianus	itis_species	Camelus_bactrianus
Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus_dromedarius	itis_species	Camelus_dromedarius
Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Lama	Lama_glama	itis_species	Lama_glama
Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Vicugna	Vicugna_vicugna	itis_species	Vicugna_vicugna
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Hyemoschus	Hyemoschus_aquaticus	itis_species	Hyemoschus_aquaticus
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Moschiola_meminna	itis_species	Moschiola_meminna
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus_napu	itis_species	Tragulus_napu
Animalia	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis	itis_species	Giraffa_camelopardalis
Animalia	Chordata	Mammalia	Artiodactyla	Giraffidae	Okapia	Okapia_johnstoni	itis_species	Okapia_johnstoni
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_berezovskii	itis_species	Moschus_berezovskii
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_chrysogaster	itis_species	Moschus_chrysogaster
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_fuscus	itis_species	Moschus_fuscus
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_moschiferus	itis_species	Moschus_moschiferus
Animalia	Chordata	Mammalia	Lagomorpha	Prolagidae	Prolagus	Prolagus_sardus	itis_species	Prolagus_sardus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Bunolagus	Bunolagus_monticularis	itis_species	Bunolagus_monticularis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Caprolagus	Caprolagus_hispidus	itis_species	Caprolagus_hispidus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_brachyurus	itis_species	Lepus_brachyurus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_corsicanus	itis_species	Lepus_corsicanus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_flavigularis	itis_species	Lepus_flavigularis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_granatensis	itis_species	Lepus_granatensis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_oiostolus	itis_species	Lepus_oiostolus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_saxatilis	itis_species	Lepus_saxatilis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Nesolagus	Nesolagus_netscheri	itis_species	Nesolagus_netscheri
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Pentalagus	Pentalagus_furnessi	itis_species	Pentalagus_furnessi
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Poelagus	Poelagus_marjorita	itis_species	Poelagus_marjorita
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Pronolagus	Pronolagus_crassicaudatus	itis_species	Pronolagus_crassicaudatus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Pronolagus	Pronolagus_randensis	itis_species	Pronolagus_randensis
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Pronolagus	Pronolagus_rupestris	itis_species	Pronolagus_rupestris
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Romerolagus	Romerolagus_diazi	itis_species	Romerolagus_diazi
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_dicei	itis_species	Sylvilagus_dicei
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_insonus	itis_species	Sylvilagus_insonus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_mansuetus	itis_species	Sylvilagus_mansuetus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Nesolagus	Nesolagus_timminsi	itis_species	Nesolagus_timminsi
Animalia	Chordata	Mammalia	Soricomorpha	Solenodontidae	Solenodon	Solenodon_cubanus	itis_species	Solenodon_cubanus
Animalia	Chordata	Mammalia	Soricomorpha	Solenodontidae	Solenodon	Solenodon_marcanoi	itis_species	Solenodon_marcanoi
Animalia	Chordata	Mammalia	Soricomorpha	Solenodontidae	Solenodon	Solenodon_paradoxus	itis_species	Solenodon_paradoxus
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_edithae	itis_species	Nesophontes_edithae
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_hypomicrus	itis_species	Nesophontes_hypomicrus
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_longirostris	itis_species	Nesophontes_longirostris
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_major	itis_species	Nesophontes_major
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_micrus	itis_species	Nesophontes_micrus
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_submicrus	itis_species	Nesophontes_submicrus
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_zamicrus	itis_species	Nesophontes_zamicrus
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_paramicrus	itis_species	Nesophontes_paramicrus
Animalia	Chordata	Mammalia	Paucituberculata	Caenolestidae	Caenolestes	Caenolestes_condorensis	itis_species	Caenolestes_condorensis
Animalia	Chordata	Mammalia	Soricomorpha	Nesophontidae	Nesophontes	Nesophontes_superstes	itis_species	Nesophontes_superstes
Animalia	Chordata	Mammalia	Soricomorpha	Solenodontidae	Solenodon	Solenodon_arredondoi	itis_species	Solenodon_arredondoi
Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia_moellendorffi	itis_species	Tupaia_moellendorffi
Animalia	Chordata	Mammalia	Dermoptera	Cynocephalidae	Galeopterus	Galeopterus_variegatus	itis_species	Galeopterus_variegatus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_habessinicus	itis_species	Lepus_habessinicus
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus_kanchil	itis_species	Tragulus_kanchil
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus_nigricans	itis_species	Tragulus_nigricans
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus_versicolor	itis_species	Tragulus_versicolor
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus_williamsoni	itis_species	Tragulus_williamsoni
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_anhuiensis	itis_species	Moschus_anhuiensis
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_cupreus	itis_species	Moschus_cupreus
Animalia	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus_leucogaster	itis_species	Moschus_leucogaster
Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus	Hippopotamus_laloumena	itis_species	Hippopotamus_laloumena
Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Vicugna	Vicugna_pacos	itis_species	Vicugna_pacos
Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirella	Tapirella_bairdii	itis_species	Tapirella_bairdii
Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Acrocodia	Acrocodia_indica	itis_species	Acrocodia_indica
Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium_cottoni	itis_species	Ceratotherium_cottoni
Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus_kabomani	itis_species	Tapirus_kabomani
Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	Didelphis_virginiana	itis_species	Didelphis_virginiana
Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Suncus	Suncus_murinus	itis_species	Suncus_murinus
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus	Dasypus_novemcinctus	itis_species	Dasypus_novemcinctus
Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona_collaris	itis_species	Ochotona_collaris
Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona_princeps	itis_species	Ochotona_princeps
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_americanus	itis_species	Lepus_americanus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_timidus	itis_species	Lepus_timidus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus_alleni	itis_species	Lepus_alleni
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_palustris	itis_species	Sylvilagus_palustris
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_aquaticus	itis_species	Sylvilagus_aquaticus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_audubonii	itis_species	Sylvilagus_audubonii
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_bachmani	itis_species	Sylvilagus_bachmani
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_floridanus	itis_species	Sylvilagus_floridanus
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_nuttallii	itis_species	Sylvilagus_nuttallii
Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus_transitionalis	itis_species	Sylvilagus_transitionalis
Animalia	Chordata	Mammalia	Rodentia	Aplodontiidae	Aplodontia	Aplodontia_rufa	itis_species	Aplodontia_rufa
Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor_canadensis	itis_species	Castor_canadensis
Animalia	Chordata	Mammalia	Rodentia	Geomyidae	Geomys	Geomys_arenarius	itis_species	Geomys_arenarius
Animalia	Chordata	Mammalia	Rodentia	Geomyidae	Geomys	Geomys_bursarius	itis_species	Geomys_bursarius
Animalia	Chordata	Mammalia	Rodentia	Geomyidae	Geomys	Geomys_personatus	itis_species	Geomys_personatus
Animalia	Chordata	Mammalia	Rodentia	Geomyidae	Geomys	Geomys_pinetis	itis_species	Geomys_pinetis
Animalia	Chordata	Mammalia	Cetacea	Iniidae	Inia	Inia_geoffrensis	itis_species	Inia_geoffrensis
Animalia	Chordata	Mammalia	Cetacea	Iniidae	Lipotes	Lipotes_vexillifer	itis_species	Lipotes_vexillifer
Animalia	Chordata	Mammalia	Cetacea	Iniidae	Pontoporia	Pontoporia_blainvillei	itis_species	Pontoporia_blainvillei
Animalia	Chordata	Mammalia	Cetacea	Platanistidae	Platanista	Platanista_gangetica	itis_species	Platanista_gangetica
Animalia	Chordata	Mammalia	Cetacea	Platanistidae	Platanista	Platanista_minor	itis_species	Platanista_minor
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Steno	Steno_bredanensis	itis_species	Steno_bredanensis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Sousa	Sousa_chinensis	itis_species	Sousa_chinensis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Sousa	Sousa_teuszii	itis_species	Sousa_teuszii
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Sotalia	Sotalia_fluviatilis	itis_species	Sotalia_fluviatilis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops_truncatus	itis_species	Tursiops_truncatus
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	Stenella_longirostris	itis_species	Stenella_longirostris
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	Stenella_attenuata	itis_species	Stenella_attenuata
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	Stenella_coeruleoalba	itis_species	Stenella_coeruleoalba
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	Stenella_clymene	itis_species	Stenella_clymene
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Delphinus	Delphinus_delphis	itis_species	Delphinus_delphis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenodelphis	Lagenodelphis_hosei	itis_species	Lagenodelphis_hosei
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_albirostris	itis_species	Lagenorhynchus_albirostris
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_acutus	itis_species	Lagenorhynchus_acutus
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_obliquidens	itis_species	Lagenorhynchus_obliquidens
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_obscurus	itis_species	Lagenorhynchus_obscurus
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_australis	itis_species	Lagenorhynchus_australis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus_cruciger	itis_species	Lagenorhynchus_cruciger
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Cephalorhynchus	Cephalorhynchus_commersonii	itis_species	Cephalorhynchus_commersonii
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Cephalorhynchus	Cephalorhynchus_eutropia	itis_species	Cephalorhynchus_eutropia
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Cephalorhynchus	Cephalorhynchus_heavisidii	itis_species	Cephalorhynchus_heavisidii
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Cephalorhynchus	Cephalorhynchus_hectori	itis_species	Cephalorhynchus_hectori
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lissodelphis	Lissodelphis_borealis	itis_species	Lissodelphis_borealis
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lissodelphis	Lissodelphis_peronii	itis_species	Lissodelphis_peronii
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Grampus	Grampus_griseus	itis_species	Grampus_griseus
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Peponocephala	Peponocephala_electra	itis_species	Peponocephala_electra
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Feresa	Feresa_attenuata	itis_species	Feresa_attenuata
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Pseudorca	Pseudorca_crassidens	itis_species	Pseudorca_crassidens
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	Globicephala_macrorhynchus	itis_species	Globicephala_macrorhynchus
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Orcinus	Orcinus_orca	itis_species	Orcinus_orca
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Orcaella	Orcaella_brevirostris	itis_species	Orcaella_brevirostris
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena_phocoena	itis_species	Phocoena_phocoena
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena_sinus	itis_species	Phocoena_sinus
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena_dioptrica	itis_species	Phocoena_dioptrica
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena_spinipinnis	itis_species	Phocoena_spinipinnis
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Neophocaena	Neophocaena_phocaenoides	itis_species	Neophocaena_phocaenoides
